Tweet,Date,Retweet,Favorite,Tweet Source,Tweet Language,User Name,User Language
"Ivory Coast humanitarian tweets advice, help etc are best done with hashtag #civsocial",2011-04-04 15:40:05 +0000 Mon,0,0,Twitter Web Client,en,Biancabbdoll,en
"SOS, #civsocial,#civ2010 Besoin URGENT de CARDENSIEL 7.5mg et de TAREG 160mg médicaments pour un cardiaque en Zone 4 (66 76 81 89)",2011-04-04 15:42:20 +0000 Mon,5,0,Twitter Web Client,fr,Sylvain,fr
#UNICEF helping children affected by conflict in #IvoryCoast. Help @UNICEFLive - Plz donate & RT http://bit.ly/hIfyAK #civ2010 #civsocial,2011-04-04 15:43:34 +0000 Mon,3,0,TweetDeck,en,Evariste Kouadio,en
La femme enceinte du Mahou est à terme / besoin d'un véhicule pour évacuation urgente. Tél: 09200668 #civsocial #civ2010,2011-04-04 15:44:54 +0000 Mon,14,0,Twitter Web Client,fr,Sylvain,fr
@wexez @cartapuce9 Pour les aussi urgent il contacter medecin sans frontieres.Ils st sur place #civsocial #civ2010,2011-04-04 15:47:02 +0000 Mon,0,0,Twitter for BlackBerry®,fr,WARA,fr
Banque de sang:02 50 19 28 ou 03 01 07 39 ou 21 35 57 23 #civ2010 #civsocial #clif,2011-04-04 15:47:25 +0000 Mon,4,0,Twitter Web Client,pt,yacouba sylla,fr
@jeanettemallet @cartapuce9 La femme enceinte peut se faire assister par une mere experimenter en attendant secour #civsocial #civ2010,2011-04-04 15:48:23 +0000 Mon,1,0,Twitter for BlackBerry®,fr,WARA,fr
#civsocial Attitude pratique face une fièvre de l'enfant avant avis médical: 1 - Enlever les habits surperfl… (cont) http://deck.ly/~AuR6j,2011-04-04 15:49:25 +0000 Mon,1,0,TweetDeck,fr,KPMG,fr
RT @salahoumar: RT @yacostey: Banque de sang:02 50 19 28 ou 03 01 07 39 ou 21 35 57 23 #civ2010 #civsocial #clif,2011-04-04 15:50:07 +0000 Mon,3,0,TweetDeck,pt,obamo,en
something we can do for Cote d'Ivoire http://bit.ly/igeF0c #CivSocial #civ2010 #civPaix,2011-04-04 15:50:29 +0000 Mon,3,0,UberSocial Pro for iPhone,en,۩ ♔ Ņāđīŗā ♔ ۩,fr
#civ2010 Attention au site recharge mobile http://bit.ly/g3XoU8 ! Page d cmde NN sécurisée - CB circule dc en clair sr #Internet #civsocial,2011-04-04 15:52:05 +0000 Mon,2,0,TweetDeck,fr,Evariste Kouadio,en
"Si vous donne3z le contact d'un medecin, evitez de mentionner son nom svp #civsocial #civ2010",2011-04-04 15:53:42 +0000 Mon,9,1,TweetDeck,fr,Sanders,fr
"Besoin d'aide pr ctr des enfants (orphelins) a Bassam,rien manger,25enf,1 bb,3 adultes;qui peut aider SVP? #civ2010 #civsocial",2011-04-04 15:53:54 +0000 Mon,0,0,Twitter Web Client,fr,Chloe G,en
@texasinafrica takes @senambeheton on. So should we: Something we can do for Cote d'Ivoire http://bit.ly/igeF0c #CivSocial #civ2010 #civPaix,2011-04-04 15:55:42 +0000 Mon,3,0,Twitter Web Client,en,Eliza Anyangwe,en
"♺ @Sanders225: Si vous donne3z le contact d'un medecin, evitez de mentionner son nom svp #civsocial #civ2010",2011-04-04 15:58:16 +0000 Mon,0,0,Ubuntu,fr,p. long,fr
"#stop désinformation sur #civ2010 si vs n'avez rien d'autre à faire, relayez les infos pour #Civsocial merci d'avance!! #reprenonsnosesprits",2011-04-04 16:00:06 +0000 Mon,5,0,Seesmic Desktop,fr,Mariam Diaby,fr
"#civsocial Attitude pratique face à une diarrhée de l'enfant avant médical: 1 - arrêter lait, laitage e… (cont) http://deck.ly/~cgX6J",2011-04-04 16:01:11 +0000 Mon,1,0,TweetDeck,fr,KPMG,fr
@alloicilafrance‎ SOS Medecins: 22 44 53 53 Recommandation 1er soins pour les blessés: 22 44 46 31 #civ2010 #civsocial,2011-04-04 16:01:42 +0000 Mon,0,0,Echofon,fr,Françafrique,fr
"@ALAINLOBOG Bonsoir, tu arrive à temps. merci de nous rejoindre #CIV2010 nous avons besoin d'aide sur #CIVSOCIAL",2011-04-04 16:03:02 +0000 Mon,0,0,TweetDeck,fr,Blaise KOUASSI,fr
@maully4 Besoin d'aide; des collègues bloqués au quai fruitier depuis lundi passé sans vivres! #civsocial #Abidjan #civ2010,2011-04-04 16:03:04 +0000 Mon,0,0,Twitter for BlackBerry®,fr,coulibaly hamal,fr
@maully4 Le quai fruitier est situé derrière la présidence au plateau après la carena en venant d'attécoubé! #civsocial #Abidjan #civ2010,2011-04-04 16:04:52 +0000 Mon,0,0,Twitter for BlackBerry®,fr,coulibaly hamal,fr
"#civsocial Attitude pratique face à une diarrhée de l'enfant avant Avis Médical: 1 - arrêter lait, laitag… (cont) http://deck.ly/~LDh44",2011-04-04 16:06:12 +0000 Mon,1,0,TweetDeck,fr,KPMG,fr
"Côte d'Ivoire : L'aide humanitaire, via un mot-clé Twitter http://t.co/l04gtBP via @GlobalVoicesFr #civ2010 #civsocial",2011-04-04 16:07:01 +0000 Mon,1,0,Twitter for Websites,fr,Claire Ulrich,fr
"RT @ClaireInParis: Côte d'Ivoire : L'aide humanitaire, via un mot-clé Twitter http://t.co/l04gtBP via @GlobalVoicesFr #civ2010 #civsocial",2011-04-04 16:07:24 +0000 Mon,0,0,TweetDeck,fr,Moi en vrai ®,fr
#civsocial Plaies par arme à feu appelez au 05-45-65-75 pour des consignes pratiques avant l'arrivée des secours,2011-04-04 16:09:11 +0000 Mon,5,1,TweetDeck,fr,KPMG,fr
"#IvoryCoast List of doctors available, grouped by geographic area: http://is.gd/6R5ZXL #civsocial #civ2010 /via @vivou77 @AhoumaWilliam",2011-04-04 16:11:36 +0000 Mon,0,0,TweetDeck,en,Jeffrey (((Allen))),en
"Voici la liste des médécins disponibles actuellement, regroupés par zone géographique: http://on.fb.me/dTmhyj #civsocial #cicr #civ2010",2011-04-04 16:13:37 +0000 Mon,0,0,Twitter Web Client,fr,fabrice zagbayou,fr
A great way you can do something to help Ivory coast conflict http://bit.ly/igeF0c #civsocial via @texasinafrica @senambeheton #civ2010,2011-04-04 16:14:26 +0000 Mon,0,0,Twitter Web Client,en,Biancabbdoll,en
La femme enceinte du Mahou est à terme / besoin d'un véhicule pour évacuation urgente. Tél: 09200668 #civsocial #civ2010,2011-04-04 16:14:37 +0000 Mon,0,0,Twitter Web Client,fr,William KOUASSI,en
RT @sroukoudazoa: #civsocial Plaies par arme à feu appelez au 05-45-65-75 pour des consignes pratiques avant l'arrivée des secours #civ2010,2011-04-04 16:14:53 +0000 Mon,0,0,TweetDeck,fr,Altesse,fr
"#civsocial,#civ2010, PAPA de 75 ans souffrant d'alzheimer, diabétique et cardiaque, a besoin de languettes Accu-Chek(glycemie) 06 71 O3 29",2011-04-04 16:16:19 +0000 Mon,7,0,Twitter Web Client,fr,manasse.dehe,fr
"RT @yoroba: Need help or want to offer help, use #civsocial, #civpaix or #webiv, Tweet usefully! #IvoryCoast #civ2010",2011-04-04 16:16:29 +0000 Mon,0,0,TweetDeck,en,Jeffrey (((Allen))),en
La femme enceinte du Mahou est à terme / besoin d'un véhicule pour évacuation urgente. Tél: 09200668 #civsocial #civ2010,2011-04-04 16:16:54 +0000 Mon,3,0,TweetDeck,fr,Samuel T. Ouedraogo,en
"RT @cartunelo: #civsocial,#civ2010, 75 ans souffrant d'alzheimer, diabétique et cardiaque, a besoin de languettes Accu-Chek 06 71 O3 29",2011-04-04 16:17:18 +0000 Mon,2,0,TweetDeck,fr,Sanders,fr
List of major pharmacies in #IvoryCoast and their phone numbers: http://bit.ly/e7dHFA #civsocial #civ2010 /via @AhoumaWilliam @koha_onan,2011-04-04 16:18:33 +0000 Mon,0,0,TweetDeck,en,Jeffrey (((Allen))),en
RT @sroukoudazoa: #civsocial Plaies par arme à feu appelez au 05-45-65-75 pour des consignes pratiques avant l'arrivée des secours,2011-04-04 16:18:38 +0000 Mon,0,0,Ubuntu,fr,p. long,fr
RT @timymotion: Pregnant woman in Mahou in labor/needs vehicle for urgent evacuation. Tél: 09200668 #civsocial #civ2010 #IvoryCoast,2011-04-04 16:19:48 +0000 Mon,1,0,TweetDeck,en,Jeffrey (((Allen))),en
"Besoin URGENT de CARDENSIEL 7.5mg et de TAREG 160mg médicaments pour un cardiaque en Zone 4 (66 76 81 89),#civsocial,#civ2010",2011-04-04 16:20:15 +0000 Mon,9,0,Twitter Web Client,fr,manasse.dehe,fr
RT @cartunelo: URGENT need CARDENSIEL 7.5mg & TAREG 160mg medicines for heart probs in Zone 4 (66 76 81 89) #civsocial #civ2010 #IvoryCoast,2011-04-04 16:22:56 +0000 Mon,0,0,TweetDeck,en,Jeffrey (((Allen))),en
Page en cours de creation pour le call center delocalise #civsocial mais deja plus d'infos ici http://civsocial.wordpress.com/ #civ2010,2011-04-04 16:23:59 +0000 Mon,1,0,Seesmic Desktop,fr,Diaby Mohamed,en
Great way u can do something to help #IvoryCoast: http://bit.ly/igeF0c #civsocial #civ2010 via @texasinafrica @senambeheton @Biancabbdoll,2011-04-04 16:24:56 +0000 Mon,0,0,TweetDeck,en,Jeffrey (((Allen))),en
"#civsocial, #civ2010, PAPA de 75 ans souffrant d'alzheimer, diabétique et cardiaque, a besoin de languettes Accu-Chek(glycemie) 06 71 O3 29",2011-04-04 16:25:15 +0000 Mon,4,1,Twitter Web Client,fr,manasse.dehe,fr
#civsocial medecin angre 05087388/ 07494581/6 TRANCHE 01019097. 07082626 ASSIST D'URGENCE 07080708 / 05960520 SOS MEDECINS 22445353 2244463,2011-04-04 16:26:04 +0000 Mon,1,1,Twitter for BlackBerry®,it,KACOU Martial,fr
RT @sroukoudazoa: Gunshot wounds call 05-45-65-75 for practical advice until help arrives #civsocial #IvoryCoast #civ2010,2011-04-04 16:26:28 +0000 Mon,0,0,TweetDeck,en,Jeffrey (((Allen))),en
"#civ2010,#civsocial,Femme en salle d'accouchement à la maternité d'attécoubé, besoin URGENT de Valium et de nospa injectables URGENT SVP!!!!",2011-04-04 16:28:00 +0000 Mon,3,0,Twitter Web Client,fr,manasse.dehe,fr
RT @cartapuce9: La femme enceinte du Mahou est à terme / besoin d'un véhicule pour évacuation urgente. Tél: 09200668 #civsocial #civ2010,2011-04-04 16:33:50 +0000 Mon,0,0,TweetDeck,fr,William Tedje Ahouma,en
@nnenna @julieowono Mao du @crisiscampparis vient de lancer coveritlive pour tweets #civsocial http://urgcoteivoire.canalblog.com/,2011-04-04 16:34:20 +0000 Mon,2,0,Twitter Web Client,en,Claire Ulrich,fr
Le retour de Techbee ? J'espère ! RT @ClaireInParis #civsocial Il semble que ça marche (encore): pour envoyer (cont) http://tl.gd/9lm2ub,2011-04-04 16:34:46 +0000 Mon,0,0,TwitLonger Beta,fr,Bruno Belbézier,fr
civsocial,2011-04-04 16:35:18 +0000 Mon,0,0,Mobile Web,da,MAP,fr
RT @timymotion: La femme enceinte du Mahou est à terme / besoin d'un véhicule pour évacuation urgente. Tél: 09200668 #civsocial #civ2010,2011-04-04 16:38:26 +0000 Mon,1,0,Ubuntu,fr,p. long,fr
RT @edithbrou: @TV5MONDEINFO merci pour le clin d'oeil à #civsocial #civ2010,2011-04-04 16:38:43 +0000 Mon,2,0,Seesmic Desktop,fr,Diaby Mohamed,en
@cartunelo Dieu te bénisse pour toutes tes actions de bienfaisance #civsocial,2011-04-04 16:39:31 +0000 Mon,0,0,Twitter for iPhone,fr,Abidjan Real News,fr
RT @faicommahatma: RT @salahoumar: RT @yacostey: Banque de sang:02 50 19 28 ou 03 01 07 39 ou 21 35 57 23 #civ2010 #civsocial #clif,2011-04-04 16:39:49 +0000 Mon,0,0,Ubuntu,pt,p. long,fr
Woman at term will be picked up tmrw AM. Shes calm&reassured that she can make it. Tks to all #civsocial #civ2010 #IvoryCoast via @cartunelo,2011-04-04 16:39:55 +0000 Mon,0,0,TweetDeck,en,Jeffrey (((Allen))),en
"#civsocial, #civ2010, PAPA de 75 ans souffrant d'alzheimer, diabétique et cardiaque, a besoin de languettes Accu-Chek(glycemie) 06 71 O3 29",2011-04-04 16:40:14 +0000 Mon,0,0,Ubuntu,fr,p. long,fr
@cartunelo peut ont savoir ou habites le monsieur age de 75ans SVP #civsocial,2011-04-04 16:40:15 +0000 Mon,0,0,Twitter Web Client,fr,Aisha,fr
Blood bank:02 50 19 28 or 03 01 07 39 or 21 35 57 23 #civ2010 #civsocial #IvoryCoast via @puffylong @faicommahatma @salahoumar @yacostey,2011-04-04 16:40:52 +0000 Mon,0,0,TweetDeck,en,Jeffrey (((Allen))),en
"RT @cartunelo: Besoin URGENT de CARDENSIEL 7.5mg et de TAREG 160mg médicaments pour un cardiaque en Zone 4 (66 76 81 89),#civsocial,#civ2010",2011-04-04 16:42:31 +0000 Mon,1,0,Ubuntu,fr,p. long,fr
"Finalement la femme a terme sera récupéree demain matin. Elle est calme et rassure qu'elle tiendra le coup.Merci a tous, #civsocial,#civ2010",2011-04-04 16:42:34 +0000 Mon,1,0,Ubuntu,fr,p. long,fr
"75y/o; alzheimers,diabetes,heart probs; needs AccuChek tongue strips: 06 71 O3 29 #civsocial #civ2010 #IvoryCoast via @Sanders225 @cartunelo",2011-04-04 16:43:29 +0000 Mon,0,0,TweetDeck,en,Jeffrey (((Allen))),en
Live coverage des besoins urgents en #civ2010 sur http://urgcoteivoire.canalblog.com/ #civsocial (via @ClaireInParis),2011-04-04 16:44:35 +0000 Mon,0,0,Twitter Web Client,en,julieowono,en
RT @faicommahatma: RT @wonzomai: Trois numéros utiles pour urgences CICR à Abidjan: 09 39 93 36 / 20321335 / 20320454 #civsocial,2011-04-04 16:45:21 +0000 Mon,0,0,Ubuntu,fr,p. long,fr
"URGENT, #civsocial,#civ2010,Femme en salle d'accouchement à la maternité d'attécoubé, a besoin de Valium et de Nospa injectables ‎04854789",2011-04-04 16:48:21 +0000 Mon,7,0,Twitter Web Client,fr,manasse.dehe,fr
"URGENT, #civsocial,#civ2010,Femme en salle d'accouchement à la maternité d'attécoubé, a besoin de Valium et de Nospa injectables ‎04854789",2011-04-04 16:48:53 +0000 Mon,6,0,TweetDeck,fr,Jean-Patrick Ehouman,en
"URGENT, #civsocial,#civ2010,Femme en salle d'accouchement à la maternité d'attécoubé, a besoin de Valium et de Nospa injectables 04854789",2011-04-04 16:49:12 +0000 Mon,4,0,Twitter Web Client,fr,fabrice zagbayou,fr
"@kadsak: Femme en salle d'accouchement à la maternité d'attécoubé, besoin URGENT de Valium et de nospa injectables URGENT SVP!! #civsocial",2011-04-04 16:49:33 +0000 Mon,3,0,TweetDeck,fr,KPMG,fr
"RT @cartunelo: URGENT, #civsocial,#civ2010,Femme en salle d'acouchement à la maternité d'attécoubé,a besoin de Valium et de Nospa ‎04854789",2011-04-04 16:51:28 +0000 Mon,0,0,Ubuntu,fr,p. long,fr
"Since they are now using a hashtag #civsocial, for emergency issues, it seems like there something wrong with telcos in #civ2010. Any news?",2011-04-04 16:51:30 +0000 Mon,0,0,Twitter Web Client,en,KAS,en
Trois numéros utiles pour urgences CICR à Abidjan: 09 39 93 36 / 20321335 / 20320454 #civsocial,2011-04-04 16:52:46 +0000 Mon,0,0,TweetDeck,fr,Jean-Patrick Ehouman,en
"@jpehouman #civsocial #BFMTV #EURONEWS #CBNNEWS #CNN #URS France is ready to sacrify more than 12,000 fren… (cont) http://deck.ly/~CxBwu",2011-04-04 16:53:23 +0000 Mon,0,0,TweetDeck,en,GOUVERNEMENTVIRTUEL,fr
Trois numéros utiles pour urgences CICR à Abidjan: 09 39 93 36 / 20321335 / 20320454 #civsocial #civ2010,2011-04-04 16:53:53 +0000 Mon,0,0,Twitter Web Client,fr,fabrice zagbayou,fr
Numéros utiles: Yopougon: Dr Adon: 02024807 Dr Alex: 06083977 Dr Bile: 05897877 Dr Dosso : 01126322 Dr Kassia: 05607866 #civ2010 #civsocial,2011-04-04 16:54:18 +0000 Mon,1,0,Twitter for BlackBerry®,fr,Paul Camille,fr
Numéros utiles: Yopougon: Dr Adon: 02024807 Dr Alex: 06083977 Dr Bile: 05897877 Dr Dosso : 01126322 Dr Kassia: 05607866 #civ2010 #civsocial”,2011-04-04 16:55:02 +0000 Mon,0,1,Twitter for iPhone,fr,Babakool,en
#civ2010 si vous n'avez pas reçu l'autorisation des Médecins pour les noms mettez juste SVP le num et la zone #civsocial,2011-04-04 16:55:17 +0000 Mon,0,0,TweetDeck,fr,KPMG,fr
Côte d'Ivoire: Humanitarian Aid Via Twitter Hashtag http://t.co/NJMzplU via @globalvoices #civ2010 #civsocial,2011-04-04 16:55:49 +0000 Mon,0,0,Twitter for Websites,fr,Alex Margot-Duclot,en
"Finalement la femme a terme sera récupéree demain matin. Elle est calme et rassure qu'elle tiendra le coup.Merci a tous, #civsocial,#civ2010",2011-04-04 16:58:06 +0000 Mon,0,0,Twitter Web Client,fr,manasse.dehe,fr
Merci de relayer aussi les urgences médicales à Abidjan sur #civsocial #civ2010. C'est pas pour pulluer ou causer svp,2011-04-04 17:00:51 +0000 Mon,2,0,Twitter for BlackBerry®,fr,Sanders,fr
"S.O.S, URGENT ! 38 malades dialysants doivent etre évacués d urgences., +225 07 70 40 64,#civsocial,#civ2010, http://on.fb.me/e0qj9s",2011-04-04 17:01:07 +0000 Mon,2,0,Twitter Web Client,fr,manasse.dehe,fr
"S.O.S, #civsocial, #civ2010,PLEASE HELP evacuate 38 patients in Abidjan who've been without dialysis since Wednesday, +225 07 70 40 64.",2011-04-04 17:01:25 +0000 Mon,8,0,Twitter Web Client,en,manasse.dehe,fr
"#civsocial, je suis creve de fatigue,, je reviens dans deux heures, merci a tous, vous etes formidables #webiv, #civ2010,#civpaix",2011-04-04 17:02:26 +0000 Mon,0,0,Twitter Web Client,fr,manasse.dehe,fr
"@cartunelo‎ S.O.S, URGENT ! 38 malades dialysants doivent etre évacués d urgences., +225 07 70 40 64,#civsocial,#civ2010,",2011-04-04 17:02:42 +0000 Mon,0,0,Echofon,fr,Françafrique,fr
"RT @cartunelo: #civsocial, #civ2010,PLEASE HELP evacuate 38 patients in Abidjan who've been without dialysis since Wed +225 07 70 40 64.",2011-04-04 17:03:12 +0000 Mon,1,0,Ubuntu,en,p. long,fr
SOS Medecins: 22 44 53 53 Recommandation 1er soins pour les blessés: 22 44 46 31 #civ2010 #civsocial,2011-04-04 17:03:39 +0000 Mon,1,0,TweetDeck,fr,la mangouste....,fr
"RT @cartunelo: URGENT ! 38 malades dialysants doivent etre évacués d urgences., +225 07 70 40 64,#civsocial,#civ2010, http://on.fb.me/e0qj9s",2011-04-04 17:03:54 +0000 Mon,0,0,Ubuntu,fr,p. long,fr
RT @JulieOwono: La Cote d'Ivoire solidaire et unie comme on l'aime sur #civsocial. #civ2010,2011-04-04 17:05:54 +0000 Mon,0,0,TweetDeck,fr,Jean,fr
Le call center actif dès demain #civ2010 http://bit.ly/eLZdG6 #civsocial,2011-04-04 17:10:12 +0000 Mon,6,1,Seesmic Desktop,fr,Mariam Diaby,fr
"MERCI A TOUS, la femme enceinte du Mahou sera évacuée demain par la croix-rouge. Prions pr ke l'accouchement se passe bien .#civsocial",2011-04-04 17:10:44 +0000 Mon,4,0,Twitter Web Client,fr,Edith Brou,fr
RT @macmady: Le call center actif dès demain #civ2010 http://bit.ly/eLZdG6 #civsocial,2011-04-04 17:12:14 +0000 Mon,0,0,TweetDeck,fr,obamo,en
RT@blackhedevil: y a pas d eau a treichville on se ravitaille a une bouche d incendie #civ2010 #Abidjan #civsocial,2011-04-04 17:12:21 +0000 Mon,0,0,Twitter Web Client,fr,Claire Ulrich,fr
Work in progress: Le call center pour cote d'ivoire actif dès demain voir ce lien http://bit.ly/eLZdG6 @macmady: #civsocial,2011-04-04 17:15:14 +0000 Mon,0,0,Twitter Web Client,fr,Claire Ulrich,fr
“Assistance et call center d'urgence” pour les événements en Côte d'Ivoire... http://bit.ly/hc96D3 #civ2010 #civsocial,2011-04-04 17:18:24 +0000 Mon,0,0,Echofon,fr,PR Newswire,en
MTN recharge works: http://bit.ly/i4hrFE Orange working 2 fix 4 both sites: http://bit.ly/eJmSqf #civsocial #civ2010 #IvoryCoast (@JoelleET),2011-04-04 17:19:59 +0000 Mon,1,0,Twitter Web Client,en,Bugbow,en
Il va pleuvoir ! Faites vos réserves d'eau. #civsocial #civ2010 Lien pour la purification de l'eau - http://bit.ly/gMMXdZ,2011-04-04 17:20:31 +0000 Mon,0,0,Twitter Web Client,fr,KONAN Mouahé Régis,fr
RT @fakegbagbo: MTN recharge works: http://bit.ly/i4hrFE Orange working 2 fix 4 both sites: http://bit.ly/eJmSqf #civsocial #civ2010,2011-04-04 17:23:24 +0000 Mon,1,1,Ubuntu,en,p. long,fr
RT @fakegbagbo: MTN recharge works: http://bit.ly/i4hrFE Orange wrkng 2 fix sites: http://bit.ly/eJmSqf #civsocial #civ2010 (@JoelleET),2011-04-04 17:26:50 +0000 Mon,1,0,Hootsuite,en,Linda Raftree,en
RT @Ceschod: “Assistance et call center d'urgence” pour les événements en Côte d'Ivoire... http://bit.ly/hc96D3 #civ2010 #civsocial,2011-04-04 17:27:53 +0000 Mon,0,0,TweetDeck,fr,Gabnorev,fr
RT @fakegbagbo: MTN recharge works: http://bit.ly/i4hrFE Orange wrkng 2 fix sites: http://bit.ly/eJmSqf #civsocial #civ2010 (@JoelleET),2011-04-04 17:30:56 +0000 Mon,0,0,TweetDeck,en,Gabnorev,fr
@stefanmeisel #civ2010 #CivSocial: syntaxe transfert Orange: *116*montant*numeroDest*00000#,2011-04-04 17:35:57 +0000 Mon,0,0,Twitter for BlackBerry®,fr,Yaya TOURE,fr
"#civsocial ""@diabymohamed: Si vous avez des headphones, mettez de la musique et posez le casque sur les oreilles des plus petits"" #civ2010",2011-04-04 17:41:34 +0000 Mon,0,0,TweetDeck,fr,KPMG,fr
"#civsocial,#civ2010, PAPA de 75 ans souffrant d'alzheimer, diabétique et cardiaque, a besoin de languettes Accu-Chek(glycemie) 06 71 O3 29",2011-04-04 17:45:37 +0000 Mon,6,0,TweetDeck,fr,Jean-Patrick Ehouman,en
"RT @jpehouman: #civsocial,#civ2010, PAPA de 75 ans souffrant d'alzheimer, diabétique et cardiaque, a besoi… (cont) http://deck.ly/~DpdWm",2011-04-04 17:47:08 +0000 Mon,1,0,TweetDeck,fr,obamo,en
"RT @jpehouman: #civsocial,#civ2010, PAPA de 75 ans souffrant d'alzheimer, diabétique et cardiaque, a besoi… (cont) http://t.co/d7PWSmQ”",2011-04-04 17:49:36 +0000 Mon,1,0,Twitter for iPhone,fr,Babakool,en
“Assistance et call center d'urgence” pour les événements en Côte d'Ivoire... http://t.co/3sfpEu3 #civ2010 #civsocial”,2011-04-04 17:51:31 +0000 Mon,0,0,Twitter for iPhone,fr,Babakool,en
"RT @jpehouman: #civsocial,#civ2010, PAPA de 75 ans souffran d'alzheimer,diabétique et cardiaque,a besoin de languettes Accu-Chek 06 71 O3 29",2011-04-04 18:08:12 +0000 Mon,2,0,Ubuntu,fr,p. long,fr
@Francafrique: arrêtons ls propos haineux et intégristes 1 homme reste un homme #civsocialMême ceux qui ont brulé des gens à Yop ?#civ2010,2011-04-04 18:34:53 +0000 Mon,0,0,Twitter Web Client,fr,Leon,fr
"Besoin URGENT de CARDENSIEL 7.5mg et de TAREG 160mg médicaments pour un cardiaque en Zone 4 (66 76 81 89),#civsocial,#civ2010",2011-04-04 18:51:48 +0000 Mon,7,0,Twitter Web Client,fr,fabrice zagbayou,fr
"Côte d'Ivoire : L'aide humanitaire, via un mot-clé Twitter http://t.co/FWx8yVZ via @GlobalVoicesFr #civ2010 #civsocial",2011-04-04 19:03:47 +0000 Mon,3,0,Twitter for Websites,fr,julieowono,en
"RT @JulieOwono: Côte d'Ivoire : L'aide humanitaire, via un mot-clé Twitter http://bit.ly/g4ZPUu via @GlobalVoicesFr #civ2010 #civsocial",2011-04-04 19:06:43 +0000 Mon,0,0,TweetDeck,fr,Rebecca Enonchong,en
"Great use of twitter by Ivorians on #civsocial to help the wounded and the sick, very innovative",2011-04-04 19:19:36 +0000 Mon,1,0,TweetDeck,en,Alex Drahon,en
"#civsocial Attitude pratique face à une diarrhée de l'enfant avant Avis Médical: 1 - arrêter lait, laitage e… (cont) http://deck.ly/~3yVk0",2011-04-04 19:24:50 +0000 Mon,1,0,TweetDeck,fr,KPMG,fr
#civsocial svp quel est le nom des quartiers environnants le camp d'akouedo et celui d'Agban ? URGENT,2011-04-04 19:31:56 +0000 Mon,1,0,Twitter for Android,fr,xavier,en
#civsocial Attitude pratique face une fièvre de l'enfant avant avis médical: 1 - Enlever les habits surperfl… (cont) http://deck.ly/~dFyWb,2011-04-04 19:32:51 +0000 Mon,2,0,TweetDeck,fr,KPMG,fr
RT @wonzomai: Trois numéros utiles pour urgences CICR à Abidjan: 09 39 93 36 / 20321335 / 20320454 #civsocial,2011-04-04 19:50:55 +0000 Mon,2,0,TweetDeck,fr,obamo,en
#Gbagbo’s wife and kid spotted at a #Ghana hotel http://bit.ly/h1zosa #civ2010 #civsocial,2011-04-04 19:51:16 +0000 Mon,2,0,bitly bitlink,en,The Gambia Voice,en
"Guerre à Abidjan, en Côte d'Ivoire – Des patients hors d’atteinte http://bit.ly/e9j42L #civ2010 #civ2011 #civSocial",2011-04-04 19:57:44 +0000 Mon,2,1,Twitter Web Client,fr,Mafoya Dossoumon,en
Livetweet Urgence Cote d'Ivoire / Emergency Ivory Coast http://urgcoteivoire.canalblog.com/ #civsocial,2011-04-04 20:06:57 +0000 Mon,0,0,Twitter Web Client,en,mao,fr
Livetweet Urgence Cote d'Ivoire / Emergency Ivory Coast http://urgcoteivoire.canalblog.com/ #civsocial,2011-04-04 20:10:28 +0000 Mon,0,0,Twitter Web Client,en,neo,fr
Cote d'Ivoire: Trócaire helps refugees in crisis-hit West Africa http://bit.ly/eMtxhb #civSocial #civ2010 #civ2011,2011-04-04 20:11:17 +0000 Mon,0,0,Twitter Web Client,und,Mafoya Dossoumon,en
RT @crisisworld: Livetweet Urgence Cote d'Ivoire / Emergency Ivory Coast http://urgcoteivoire.canalblog.com/ #civsocial,2011-04-04 20:13:07 +0000 Mon,0,0,TweetDeck,en,obamo,en
RT @mafoya: Cote d'Ivoire: Trócaire helps refugees in crisis-hit West Africa http://bit.ly/eMtxhb #civSocial #civ2010 #civ2011,2011-04-04 20:13:38 +0000 Mon,0,0,TweetDeck,und,obamo,en
RT @sroukoudazoa: #civsocial Attitude pratique face à une diarrhée de l'enfant avant Avis Médical: 1 - arrête… (cont) http://deck.ly/~JdyA7,2011-04-04 20:14:30 +0000 Mon,0,0,TweetDeck,fr,obamo,en
A worthy campaign – free SMS in Ivory Coast during the crisis http://bit.ly/fg06FO #civSocial #civ2010 #civ2011,2011-04-04 20:19:08 +0000 Mon,1,0,Twitter Web Client,en,Mafoya Dossoumon,en
Pourquoi ce rejouire de l'intervention française et onusienne pour deloger Laurent Gbagbo?#CIV2010 #civsocial #civpaix,2011-04-04 20:19:56 +0000 Mon,1,1,Twitter Web Client,fr,Amara Diomandé,fr
"S.O.S, #civsocial, #civ2010,PLEASE HELP evacuate 38 patients in Abidjan who've been without dialysis since Wednesday, +225 07 70 40 64.",2011-04-04 20:22:24 +0000 Mon,12,0,TweetDeck,en,Jean-Patrick Ehouman,en
RT @MarkLGoldberg: Video of some intense bombardment in Abidjan. #CIV2010 http://ow.ly/4sY2O #civsocial,2011-04-04 20:27:46 +0000 Mon,0,0,TweetDeck,en,Vanessa Parra,en
RT @lou_reuters: UNSC to discuss Ivory Coast on Monday after #Libya meeting currently in progress - UN diplomats (#ivorycoast) #civsocial,2011-04-04 20:30:24 +0000 Mon,0,0,TweetDeck,en,Vanessa Parra,en
